x, eta, H, tau, qb
0.00000000,126.16487491,0.73701799,0.21149983,0.01115826
100.00000000,124.74438824,0.73705207,0.21147701,0.01115594
200.00000000,123.32433927,0.73708616,0.21145419,0.01115362
300.00000000,121.90429031,0.73712021,0.21143141,0.01115130
400.00000000,120.48467842,0.73715426,0.21140861,0.01114898
500.00000000,119.06506657,0.73718824,0.21138588,0.01114667
600.00000000,117.64589073,0.73722223,0.21136314,0.01114436
700.00000000,116.22671495,0.73725611,0.21134048,0.01114205
800.00000000,114.80797369,0.73729000,0.21131781,0.01113975
900.00000000,113.38923251,0.73732375,0.21129525,0.01113745
1000.00000000,111.97092396,0.73735750,0.21127268,0.01113516
1100.00000000,110.55261552,0.73739108,0.21125023,0.01113287
1200.00000000,109.13473738,0.73742467,0.21122778,0.01113059
1300.00000000,107.71685937,0.73745805,0.21120547,0.01112832
1400.00000000,106.29940893,0.73749144,0.21118316,0.01112606
1500.00000000,104.88195865,0.73752459,0.21116101,0.01112380
1600.00000000,103.46493278,0.73755775,0.21113886,0.01112155
1700.00000000,102.04790708,0.73759064,0.21111689,0.01111932
1800.00000000,100.63130225,0.73762354,0.21109492,0.01111709
1900.00000000,99.21469760,0.73765613,0.21107316,0.01111488
2000.00000000,97.79850986,0.73768873,0.21105140,0.01111267
2100.00000000,96.38232232,0.73772099,0.21102986,0.01111048
2200.00000000,94.96654732,0.73775326,0.21100832,0.01110829
2300.00000000,93.55077254,0.73778517,0.21098703,0.01110613
2400.00000000,92.13540552,0.73781708,0.21096574,0.01110396
2500.00000000,90.72003875,0.73784860,0.21094471,0.01110183
2600.00000000,89.30507458,0.73788012,0.21092369,0.01109969
2700.00000000,87.89011067,0.73791121,0.21090295,0.01109759
2800.00000000,86.47554381,0.73794231,0.21088221,0.01109548
2900.00000000,85.06097723,0.73797295,0.21086178,0.01109340
3000.00000000,83.64680176,0.73800360,0.21084135,0.01109133
3100.00000000,82.23262658,0.73803376,0.21082125,0.01108929
3200.00000000,80.81883621,0.73806392,0.21080114,0.01108725
3300.00000000,79.40504613,0.73809357,0.21078139,0.01108524
3400.00000000,77.99163418,0.73812322,0.21076163,0.01108324
3500.00000000,76.57822254,0.73815233,0.21074224,0.01108127
3600.00000000,75.16518196,0.73818144,0.21072285,0.01107930
3700.00000000,73.75214171,0.73820997,0.21070384,0.01107737
3800.00000000,72.33946512,0.73823851,0.21068483,0.01107544
3900.00000000,70.92678886,0.73826645,0.21066623,0.01107355
4000.00000000,69.51446849,0.73829439,0.21064763,0.01107166
4100.00000000,68.10214847,0.73832170,0.21062945,0.01106982
4200.00000000,66.69017624,0.73834902,0.21061127,0.01106797
4300.00000000,65.27820435,0.73837567,0.21059353,0.01106617
4400.00000000,63.86657180,0.73840234,0.21057578,0.01106437
4500.00000000,62.45493961,0.73842831,0.21055850,0.01106262
4600.00000000,61.04363800,0.73845429,0.21054122,0.01106087
4700.00000000,59.63233674,0.73847957,0.21052440,0.01105916
4800.00000000,58.22135696,0.73850484,0.21050759,0.01105746
4900.00000000,56.81037755,0.73852938,0.21049127,0.01105580
5000.00000000,55.39971021,0.73855393,0.21047495,0.01105415
5100.00000000,53.98904323,0.73857771,0.21045913,0.01105254
5200.00000000,52.57867863,0.73860150,0.21044332,0.01105094
5300.00000000,51.16831439,0.73862451,0.21042802,0.01104939
5400.00000000,49.75824253,0.73864751,0.21041273,0.01104783
5500.00000000,48.34817102,0.73866972,0.21039797,0.01104634
5600.00000000,46.93838162,0.73869193,0.21038321,0.01104484
5700.00000000,45.52859256,0.73871330,0.21036901,0.01104340
5800.00000000,44.11907505,0.73873469,0.21035480,0.01104196
5900.00000000,42.70955789,0.73875522,0.21034116,0.01104058
6000.00000000,41.30030146,0.73877576,0.21032752,0.01103919
6100.00000000,39.89104537,0.73879542,0.21031445,0.01103787
6200.00000000,38.48203895,0.73881509,0.21030139,0.01103655
6300.00000000,37.07303286,0.73883387,0.21028891,0.01103528
6400.00000000,35.66426512,0.73885266,0.21027644,0.01103402
6500.00000000,34.25549770,0.73887053,0.21026457,0.01103281
6600.00000000,32.84695709,0.73888841,0.21025270,0.01103161
6700.00000000,31.43841680,0.73890536,0.21024144,0.01103047
6800.00000000,30.03009156,0.73892232,0.21023019,0.01102933
6900.00000000,28.62176662,0.73893833,0.21021956,0.01102825
7000.00000000,27.21364476,0.73895435,0.21020893,0.01102717
7100.00000000,25.80552319,0.73896940,0.21019893,0.01102616
7200.00000000,24.39759254,0.73898446,0.21018894,0.01102515
7300.00000000,22.98966216,0.73899855,0.21017959,0.01102420
7400.00000000,21.58191035,0.73901263,0.21017024,0.01102325
7500.00000000,20.17415880,0.73902573,0.21016155,0.01102237
7600.00000000,18.76657329,0.73903883,0.21015286,0.01102149
7700.00000000,17.35898803,0.73905094,0.21014483,0.01102068
7800.00000000,15.95155612,0.73906304,0.21013680,0.01101986
7900.00000000,14.54412444,0.73907413,0.21012944,0.01101912
8000.00000000,13.13683328,0.73908522,0.21012208,0.01101837
8100.00000000,11.72954233,0.73909529,0.21011540,0.01101770
8200.00000000,10.32237894,0.73910536,0.21010873,0.01101702
8300.00000000,8.91521574,0.73911439,0.21010273,0.01101641
8400.00000000,7.50816700,0.73912343,0.21009674,0.01101581
8500.00000000,6.10111843,0.73913143,0.21009144,0.01101527
8600.00000000,4.69417112,0.73913942,0.21008613,0.01101473
8700.00000000,3.28722397,0.73914637,0.21008153,0.01101426
8800.00000000,1.88036477,0.73915331,0.21007692,0.01101380
8900.00000000,0.47350570,0.73915920,0.21007302,0.01101340
9000.00000000,-0.93327880,0.73916509,0.21006911,0.01101301
9100.00000000,-2.34006319,0.73916991,0.21006591,0.01101268
9200.00000000,-3.74678647,0.73917474,0.21006271,0.01101236
9300.00000000,-5.15350966,0.73917850,0.21006022,0.01101211
9400.00000000,-6.56018526,0.73918226,0.21005773,0.01101185
9500.00000000,-7.96686080,0.73918495,0.21005594,0.01101167
9600.00000000,-9.37350230,0.73918763,0.21005416,0.01101149
9700.00000000,-10.78014376,0.73918925,0.21005309,0.01101138
9800.00000000,-12.18676479,0.73919086,0.21005202,0.01101128
9900.00000000,-13.59338580,0.73919140,0.21005167,0.01101124
10000.00000000,-15.00000000,0.73919194,0.21005131,0.01101120
